year,Tm,Attendance,Attend/G,W,L
1946,Boston Red Sox,"1,416,944","18,166",104.0,50.0
1946,Baltimore Elite Giants,,,38.0,34.0
1946,Birmingham Black Barons,,,46.0,37.0
1946,Brooklyn Dodgers,"1,796,824","22,745",96.0,60.0
1946,Boston Braves,"969,673","12,593",81.0,72.0
1946,Chicago American Giants,,,39.0,64.0
1946,Cleveland Buckeyes,,,40.0,38.0
1946,Chicago Cubs,"1,342,970","17,441",82.0,71.0
1946,Chicago White Sox,"983,403","12,448",74.0,80.0
1946,Cincinnati Reds,"715,751","9,295",67.0,87.0
1946,Cleveland Indians,"1,057,289","13,731",68.0,86.0
1946,Detroit Tigers,"1,722,590","21,805",92.0,62.0
1946,Homestead Grays,,,39.0,35.0
1946,Cincinnati-Indianapolis Clowns,,,35.0,48.0
1946,Kansas City Monarchs,,,60.0,19.0
1946,Memphis Red Sox,,,44.0,58.0
1946,New York Black Yankees,,,11.0,48.0
1946,Newark Eagles,,,50.0,22.0
1946,New York Cubans,,,37.0,31.0
1946,New York Giants,"1,219,873","15,843",61.0,93.0
1946,New York Yankees,"2,265,512","29,422",87.0,67.0
1946,Philadelphia Athletics,"621,793","7,972",49.0,105.0
1946,Philadelphia Phillies,"1,045,247","13,401",69.0,85.0
1946,Pittsburgh Pirates,"749,962","9,615",63.0,91.0
1946,Philadelphia Stars,,,31.0,36.0
1946,St. Louis Browns,"526,435","6,837",66.0,88.0
1946,St. Louis Cardinals,"1,061,807","13,613",98.0,58.0
1946,Washington Nationals,"1,027,216","13,516",76.0,78.0
1947,Birmingham Black Barons,,,50.0,42.0
1947,Baltimore Elite Giants,,,41.0,40.0
1947,Boston Red Sox,"1,427,315","17,621",83.0,71.0
1947,Brooklyn Dodgers,"1,807,526","23,173",94.0,60.0
1947,Boston Braves,"1,277,361","16,589",86.0,68.0
1947,Chicago American Giants,,,29.0,58.0
1947,Cleveland Buckeyes,,,57.0,19.0
1947,Chicago Cubs,"1,364,039","17,266",69.0,85.0
1947,Chicago White Sox,"876,948","11,693",70.0,84.0
1947,Cincinnati Reds,"899,975","11,688",73.0,81.0
1947,Cleveland Indians,"1,521,978","19,513",80.0,74.0
1947,Detroit Tigers,"1,398,093","17,476",85.0,69.0
1947,Homestead Grays,,,35.0,35.0
1947,Cincinnati-Indianapolis Clowns,,,36.0,68.0
1947,Kansas City Monarchs,,,62.0,36.0
1947,Memphis Red Sox,,,44.0,55.0
1947,New York Black Yankees,,,12.0,43.0
1947,Newark Eagles,,,51.0,40.0
1947,New York Cubans,,,47.0,20.0
1947,New York Giants,"1,600,793","21,063",81.0,73.0
1947,New York Yankees,"2,178,937","28,298",97.0,57.0
1947,Philadelphia Athletics,"911,566","11,687",78.0,76.0
1947,Philadelphia Phillies,"907,332","11,784",62.0,92.0
1947,Pittsburgh Pirates,"1,283,531","16,247",62.0,92.0
1947,Philadelphia Stars,,,28.0,36.0
1947,St. Louis Browns,"320,474","4,162",59.0,95.0
1947,St. Louis Cardinals,"1,247,913","16,207",89.0,65.0
1947,Washington Nationals,"850,758","11,049",64.0,90.0
1948,Memphis Red Sox,,,43.0,65.0
1948,Kansas City Monarchs,,,67.0,34.0
1948,Indianapolis Clowns,,,40.0,61.0
1948,Homestead Grays,,,42.0,24.0
1948,Washington Nationals,"795,254","10,196",56.0,97.0
1948,St. Louis Cardinals,"1,111,440","14,434",85.0,69.0
1948,St. Louis Browns,"335,564","4,415",59.0,94.0
1948,Philadelphia Stars,,,30.0,31.0
1948,Pittsburgh Pirates,"1,517,021","18,963",83.0,71.0
1948,Philadelphia Phillies,"767,429","10,098",66.0,88.0
1948,Philadelphia Athletics,"945,076","12,274",84.0,70.0
1948,New York Yankees,"2,373,901","30,830",94.0,60.0
1948,New York Giants,"1,459,269","18,952",78.0,76.0
1948,New York Cubans,,,19.0,29.0
1948,Newark Eagles,,,31.0,29.0
1948,New York Black Yankees,,,9.0,38.0
1948,Chicago Cubs,"1,237,792","15,869",64.0,90.0
1948,Cleveland Buckeyes,,,48.0,54.0
1948,Chicago American Giants,,,38.0,57.0
1948,Boston Braves,"1,455,439","19,151",91.0,62.0
1948,Detroit Tigers,"1,743,035","22,637",78.0,76.0
1948,Cleveland Indians,"2,620,627","33,172",97.0,58.0
1948,Cincinnati Reds,"823,386","10,693",64.0,89.0
1948,Chicago White Sox,"777,844","10,235",51.0,101.0
1948,Brooklyn Dodgers,"1,398,967","17,935",84.0,70.0
1948,Boston Red Sox,"1,558,798","19,985",96.0,59.0
1948,Baltimore Elite Giants,,,49.0,29.0
1948,Birmingham Black Barons,,,63.0,28.0
1949,Chicago Cubs,"1,143,139","14,846",61.0,93.0
1949,Boston Braves,"1,081,795","14,049",75.0,79.0
1949,Brooklyn Dodgers,"1,633,747","20,945",97.0,57.0
1949,Boston Red Sox,"1,596,650","20,736",96.0,58.0
1949,Philadelphia Phillies,"819,698","10,645",81.0,73.0
1949,Philadelphia Athletics,"816,514","10,604",81.0,73.0
1949,New York Yankees,"2,283,676","29,278",97.0,57.0
1949,New York Giants,"1,218,446","15,423",73.0,81.0
1949,Washington Nationals,"770,745","10,010",50.0,104.0
1949,St. Louis Cardinals,"1,430,676","18,110",96.0,58.0
1949,St. Louis Browns,"270,936","3,519",53.0,101.0
1949,Pittsburgh Pirates,"1,449,435","18,824",71.0,83.0
1949,Detroit Tigers,"1,821,204","23,349",87.0,67.0
1949,Cleveland Indians,"2,233,771","29,010",89.0,65.0
1949,Cincinnati Reds,"707,782","9,074",62.0,92.0
1949,Chicago White Sox,"937,151","12,171",63.0,91.0
1950,Chicago Cubs,"1,165,944","14,948",64.0,89.0
1950,Boston Braves,"944,391","11,954",83.0,71.0
1950,Brooklyn Dodgers,"1,185,896","15,204",89.0,65.0
1950,Boston Red Sox,"1,344,080","17,456",94.0,60.0
1950,Philadelphia Phillies,"1,217,035","15,603",91.0,63.0
1950,Philadelphia Athletics,"309,805","4,023",52.0,102.0
1950,New York Yankees,"2,081,380","27,031",98.0,56.0
1950,New York Giants,"1,008,878","13,275",86.0,68.0
1950,Washington Nationals,"699,697","8,970",67.0,87.0
1950,St. Louis Cardinals,"1,093,411","14,387",78.0,75.0
1950,St. Louis Browns,"247,131","3,340",58.0,96.0
1950,Pittsburgh Pirates,"1,166,267","15,146",57.0,96.0
1950,Detroit Tigers,"1,951,474","24,092",95.0,59.0
1950,Cleveland Indians,"1,727,464","22,435",92.0,62.0
1950,Cincinnati Reds,"538,794","7,089",66.0,87.0
1950,Chicago White Sox,"781,330","9,890",60.0,94.0
1951,Chicago Cubs,"894,415","11,616",62.0,92.0
1951,Boston Braves,"487,475","6,250",76.0,78.0
1951,Brooklyn Dodgers,"1,282,628","16,444",97.0,60.0
1951,Boston Red Sox,"1,312,282","17,497",87.0,67.0
1951,Chicago White Sox,"1,328,234","17,029",81.0,73.0
1951,Cincinnati Reds,"588,268","7,640",68.0,86.0
1951,Cleveland Indians,"1,704,984","22,143",93.0,61.0
1951,Detroit Tigers,"1,132,641","14,710",73.0,81.0
1951,New York Giants,"1,059,539","13,584",98.0,59.0
1951,New York Yankees,"1,950,107","25,001",98.0,56.0
1951,Philadelphia Athletics,"465,469","5,892",70.0,84.0
1951,Philadelphia Phillies,"937,658","12,177",73.0,81.0
1951,Pittsburgh Pirates,"980,590","12,572",64.0,90.0
1951,St. Louis Browns,"293,790","3,815",52.0,102.0
1951,St. Louis Cardinals,"1,013,429","12,828",81.0,73.0
1951,Washington Nationals,"695,167","9,147",62.0,92.0
1952,Boston Red Sox,"1,115,750","14,490",76.0,78.0
1952,Brooklyn Dodgers,"1,088,704","13,609",96.0,57.0
1952,Boston Braves,"281,278","3,653",64.0,89.0
1952,Chicago Cubs,"1,024,826","13,309",77.0,77.0
1952,Chicago White Sox,"1,231,675","15,591",81.0,73.0
1952,Cincinnati Reds,"604,197","7,847",69.0,85.0
1952,Cleveland Indians,"1,444,607","18,761",93.0,61.0
1952,Detroit Tigers,"1,026,846","13,336",50.0,104.0
1952,New York Giants,"984,940","12,791",92.0,62.0
1952,New York Yankees,"1,629,665","21,164",95.0,59.0
1952,Philadelphia Athletics,"627,100","8,040",79.0,75.0
1952,Philadelphia Phillies,"755,417","9,940",87.0,67.0
1952,Pittsburgh Pirates,"686,673","8,918",42.0,112.0
1952,St. Louis Browns,"518,796","6,651",64.0,90.0
1952,St. Louis Cardinals,"913,113","11,859",88.0,66.0
1952,Washington Nationals,"699,457","8,967",78.0,76.0
1953,Boston Red Sox,"1,026,133","13,502",84.0,69.0
1953,Brooklyn Dodgers,"1,163,419","14,916",105.0,49.0
1953,Chicago Cubs,"763,658","9,918",65.0,89.0
1953,Chicago White Sox,"1,191,353","15,274",89.0,65.0
1953,Philadelphia Phillies,"853,644","10,944",83.0,71.0
1953,Philadelphia Athletics,"362,113","4,642",59.0,95.0
1953,New York Yankees,"1,537,811","19,972",99.0,52.0
1953,New York Giants,"811,518","10,539",70.0,84.0
1953,Washington Nationals,"595,594","7,941",76.0,76.0
1953,St. Louis Cardinals,"880,242","11,285",83.0,71.0
1953,St. Louis Browns,"297,238","3,860",54.0,100.0
1953,Pittsburgh Pirates,"572,757","7,438",50.0,104.0
1953,Milwaukee Braves,"1,826,397","23,119",92.0,62.0
1953,Detroit Tigers,"884,658","11,198",60.0,94.0
1953,Cleveland Indians,"1,069,176","13,707",92.0,62.0
1953,Cincinnati Redlegs,"548,086","7,027",68.0,86.0
1954,Washington Nationals,"503,542","6,456",66.0,88.0
1954,St. Louis Cardinals,"1,039,698","13,503",72.0,82.0
1954,Pittsburgh Pirates,"475,494","6,175",53.0,101.0
1954,Philadelphia Phillies,"738,991","9,474",75.0,79.0
1954,Detroit Tigers,"1,079,847","14,024",68.0,86.0
1954,Cleveland Indians,"1,335,472","17,344",111.0,43.0
1954,Cincinnati Redlegs,"704,167","9,145",74.0,80.0
1954,Chicago White Sox,"1,231,629","15,790",94.0,60.0
1954,Philadelphia Athletics,"304,666","3,957",51.0,103.0
1954,New York Yankees,"1,475,171","18,912",103.0,51.0
1954,New York Giants,"1,155,067","15,198",97.0,57.0
1954,Milwaukee Braves,"2,131,388","27,680",89.0,65.0
1954,Chicago Cubs,"748,183","9,717",64.0,90.0
1954,Brooklyn Dodgers,"1,020,531","13,254",92.0,62.0
1954,Boston Red Sox,"931,127","11,786",69.0,85.0
1954,Baltimore Orioles,"1,060,910","13,778",54.0,100.0
1955,Washington Nationals,"425,238","5,523",53.0,101.0
1955,St. Louis Cardinals,"849,130","11,028",68.0,86.0
1955,Pittsburgh Pirates,"469,397","6,259",60.0,94.0
1955,Philadelphia Phillies,"922,886","11,986",77.0,77.0
1955,Baltimore Orioles,"852,039","10,785",57.0,97.0
1955,Boston Red Sox,"1,203,200","15,426",84.0,70.0
1955,Brooklyn Dodgers,"1,033,589","13,423",98.0,55.0
1955,Chicago Cubs,"875,800","11,374",72.0,81.0
1955,Chicago White Sox,"1,175,684","15,269",91.0,63.0
1955,Cincinnati Redlegs,"693,662","9,009",75.0,79.0
1955,Cleveland Indians,"1,221,780","15,867",93.0,61.0
1955,Detroit Tigers,"1,181,838","15,349",79.0,75.0
1955,Kansas City Athletics,"1,393,054","18,330",63.0,91.0
1955,Milwaukee Braves,"2,005,836","26,050",85.0,69.0
1955,New York Giants,"824,112","10,432",80.0,74.0
1955,New York Yankees,"1,490,138","19,352",96.0,58.0
1956,Washington Nationals,"431,647","5,606",59.0,95.0
1956,New York Yankees,"1,491,784","19,374",97.0,57.0
1956,Pittsburgh Pirates,"949,878","12,178",66.0,88.0
1956,Philadelphia Phillies,"934,798","12,140",71.0,83.0
1956,Detroit Tigers,"1,051,182","13,477",82.0,72.0
1956,Kansas City Athletics,"1,015,154","13,184",52.0,102.0
1956,Milwaukee Braves,"2,046,331","26,576",92.0,62.0
1956,St. Louis Cardinals,"1,029,773","13,202",76.0,78.0
1956,Cleveland Indians,"865,467","11,240",88.0,66.0
1956,Cincinnati Redlegs,"1,125,928","14,622",91.0,63.0
1956,Chicago White Sox,"1,000,090","12,988",85.0,69.0
1956,Chicago Cubs,"720,118","9,001",60.0,94.0
1956,Boston Red Sox,"1,137,158","14,579",84.0,70.0
1956,Baltimore Orioles,"901,201","11,704",69.0,85.0
1956,Brooklyn Dodgers,"1,213,562","15,761",93.0,61.0
1956,New York Giants,"629,179","8,171",67.0,87.0
1958,Washington Senators I,"495,852","7,292",,
1958,Milwaukee Braves,"1,952,803","27,897",92.0,62.0
1958,New York Yankees,"1,396,281","22,163",92.0,62.0
1958,Philadelphia Phillies,"931,510","14,114",69.0,85.0
1958,Pittsburgh Pirates,"1,289,176","20,143",84.0,70.0
1958,San Francisco Giants,"1,272,857","16,971",80.0,74.0
1958,St. Louis Cardinals,"1,101,668","15,966",72.0,82.0
1958,Kansas City Athletics,"899,937","12,161",73.0,81.0
1958,Los Angeles Dodgers,"1,804,218","25,775",71.0,83.0
1958,Detroit Tigers,"1,086,484","15,521",77.0,77.0
1958,Cincinnati Reds,"778,052","11,970",,
1958,Cleveland Indians,"663,765","10,536",77.0,76.0
1958,Chicago Cubs,"993,992","14,836",72.0,82.0
1958,Chicago White Sox,"797,566","11,559",82.0,72.0
1958,Boston Red Sox,"1,113,379","15,681",79.0,75.0
1958,Baltimore Orioles,"825,765","12,325",74.0,79.0
1959,Detroit Tigers,"1,223,245","16,530",76.0,78.0
1959,Cincinnati Reds,"801,299","11,447",74.0,80.0
1959,Chicago White Sox,"1,422,862","20,924",94.0,60.0
1959,Chicago Cubs,"829,414","11,849",74.0,80.0
1959,Boston Red Sox,"990,103","13,563",75.0,79.0
1959,Baltimore Orioles,"892,196","13,941",74.0,80.0
1959,New York Yankees,"1,661,402","25,173",79.0,75.0
1959,Philadelphia Phillies,"799,815","13,112",64.0,90.0
1959,Cleveland Indians,"1,499,139","23,796",89.0,65.0
1959,Pittsburgh Pirates,"1,378,865","20,580",78.0,76.0
1959,San Francisco Giants,"1,421,630","18,463",83.0,71.0
1959,St. Louis Cardinals,"929,953","13,478",71.0,83.0
1959,Milwaukee Braves,"1,739,724","24,163",86.0,70.0
1959,Washington Senators I,"615,890","9,057",,
1959,Kansas City Athletics,"968,724","13,091",66.0,88.0
1959,Los Angeles Dodgers,"2,083,524","28,938",88.0,68.0
1960,Kansas City Athletics,"776,734","10,356",58.0,96.0
1960,St. Louis Cardinals,"1,096,272","15,661",86.0,68.0
1960,Pittsburgh Pirates,"1,707,089","24,740",95.0,59.0
1960,San Francisco Giants,"1,796,356","23,636",79.0,75.0
1960,New York Yankees,"1,669,568","26,087",97.0,57.0
1960,Los Angeles Dodgers,"2,268,988","30,253",82.0,72.0
1960,Detroit Tigers,"1,151,336","17,713",71.0,83.0
1960,Philadelphia Phillies,"861,634","13,463",59.0,95.0
1960,Cleveland Indians,"973,778","14,981",76.0,78.0
1960,Cincinnati Reds,"665,345","9,784",67.0,87.0
1960,Chicago Cubs,"810,675","11,749",60.0,94.0
1960,Chicago White Sox,"1,644,460","25,299",87.0,67.0
1960,Boston Red Sox,"1,129,765","17,118",65.0,89.0
1960,Baltimore Orioles,"1,187,815","16,730",89.0,65.0
1960,Milwaukee Braves,"1,498,859","21,111",88.0,66.0
1960,Washington Senators I,"743,481","10,326",,
1961,Milwaukee Braves,"1,101,351","15,734",83.0,71.0
1961,Washington Senators II,"597,597","8,661",,
1961,St. Louis Cardinals,"856,025","12,229",80.0,74.0
1961,San Francisco Giants,"1,391,251","18,801",85.0,69.0
1961,Pittsburgh Pirates,"1,199,198","17,131",75.0,79.0
1961,Philadelphia Phillies,"589,994","8,806",47.0,107.0
1961,New York Yankees,"1,747,726","26,481",109.0,53.0
1961,Minnesota Twins,"1,256,722","16,756",70.0,90.0
1961,Los Angeles Dodgers,"1,804,865","24,065",89.0,65.0
1961,Detroit Tigers,"1,597,608","23,845",101.0,61.0
1961,Cleveland Indians,"736,120","11,502",78.0,83.0
1961,Cincinnati Reds,"1,123,147","16,517",93.0,61.0
1961,Chicago White Sox,"1,162,030","17,607",86.0,76.0
1961,Chicago Cubs,"673,006","10,197",64.0,90.0
1961,Boston Red Sox,"850,846","11,984",76.0,86.0
1961,Baltimore Orioles,"960,819","13,726",95.0,67.0
1961,Los Angeles Angels,"604,422","8,059",70.0,91.0
1961,Kansas City Athletics,"680,382","9,450",61.0,100.0
1962,San Francisco Giants,"1,590,136","20,651",103.0,62.0
1962,Pittsburgh Pirates,"1,071,614","14,481",93.0,68.0
1962,New York Mets,"925,807","14,695",40.0,120.0
1962,Minnesota Twins,"1,435,640","18,890",91.0,71.0
1962,Philadelphia Phillies,"762,169","11,548",81.0,80.0
1962,New York Yankees,"1,606,325","24,338",96.0,66.0
1962,Detroit Tigers,"1,207,581","16,772",85.0,76.0
1962,Los Angeles Dodgers,"2,782,526","35,673",102.0,63.0
1962,Cleveland Indians,"753,256","11,956",80.0,82.0
1962,Cincinnati Reds,"981,890","13,637",98.0,64.0
1962,Chicago Cubs,"593,068","7,908",59.0,103.0
1962,Chicago White Sox,"1,131,562","16,641",85.0,77.0
1962,Baltimore Orioles,"795,590","11,050",77.0,85.0
1962,Boston Red Sox,"723,710","10,052",76.0,84.0
1962,Los Angeles Angels,"1,135,590","15,141",86.0,76.0
1962,Kansas City Athletics,"635,224","8,584",72.0,90.0
1962,St. Louis Cardinals,"938,516","13,407",84.0,78.0
1962,Houston Colt 45s,"922,106","12,295",,
1962,Washington Senators II,"729,741","10,892",,
1962,Milwaukee Braves,"760,053","10,271",86.0,76.0
1963,Kansas City Athletics,"751,929","9,765",73.0,89.0
1963,Los Angeles Angels,"837,484","11,166",70.0,91.0
1963,Philadelphia Phillies,"908,149","13,355",87.0,75.0
1963,New York Yankees,"1,460,537","21,478",104.0,57.0
1963,Cincinnati Reds,"858,708","12,094",86.0,76.0
1963,Cleveland Indians,"639,361","9,990",79.0,83.0
1963,Detroit Tigers,"818,762","11,532",79.0,83.0
1963,Los Angeles Dodgers,"2,538,659","33,403",99.0,63.0
1963,Boston Red Sox,"942,729","13,468",76.0,85.0
1963,Baltimore Orioles,"801,749","10,834",86.0,76.0
1963,Washington Senators II,"543,631","7,995",,
1963,Milwaukee Braves,"779,552","9,994",84.0,78.0
1963,Pittsburgh Pirates,"783,735","11,196",74.0,88.0
1963,San Francisco Giants,"1,570,924","20,670",88.0,74.0
1963,St. Louis Cardinals,"1,169,364","16,019",93.0,69.0
1963,Houston Colt 45s,"719,502","9,224",,
1963,New York Mets,"1,077,322","15,613",51.0,111.0
1963,Minnesota Twins,"1,406,627","18,508",91.0,70.0
1963,Chicago Cubs,"993,515","12,903",82.0,80.0
1963,Chicago White Sox,"1,179,117","18,140",94.0,68.0
1964,Boston Red Sox,"883,279","11,777",72.0,90.0
1964,Baltimore Orioles,"1,126,449","16,325",97.0,65.0
1964,Cincinnati Reds,"863,670","12,164",92.0,70.0
1964,Cleveland Indians,"653,293","10,051",79.0,83.0
1964,Chicago White Sox,"1,249,413","18,648",98.0,64.0
1964,Chicago Cubs,"751,639","10,738",76.0,86.0
1964,San Francisco Giants,"1,503,544","19,783",90.0,72.0
1964,Pittsburgh Pirates,"759,498","10,850",80.0,82.0
1964,Detroit Tigers,"815,921","12,362",85.0,77.0
1964,Los Angeles Dodgers,"2,234,498","29,019",80.0,82.0
1964,New York Yankees,"1,305,638","19,487",99.0,63.0
1964,Philadelphia Phillies,"1,425,972","19,534",92.0,70.0
1964,Minnesota Twins,"1,207,508","15,285",79.0,83.0
1964,New York Mets,"1,734,389","26,279",53.0,109.0
1964,Los Angeles Angels,"760,611","10,564",82.0,80.0
1964,Kansas City Athletics,"635,465","9,078",57.0,105.0
1964,St. Louis Cardinals,"1,142,667","15,035",93.0,69.0
1964,Houston Colt 45s,"726,155","9,192",,
1964,Washington Senators II,"595,271","8,504",,
1964,Milwaukee Braves,"912,022","12,493",88.0,74.0
1965,Boston Red Sox,"651,761","9,052",62.0,100.0
1965,Baltimore Orioles,"784,803","11,541",94.0,68.0
1965,Chicago Cubs,"632,788","9,040",72.0,90.0
1965,Chicago White Sox,"1,133,319","16,915",95.0,67.0
1965,Cincinnati Reds,"1,048,540","14,364",89.0,73.0
1965,Cleveland Indians,"962,727","13,371",87.0,75.0
1965,Detroit Tigers,"1,029,735","15,369",89.0,73.0
1965,Houston Astros,"2,151,470","26,893",65.0,97.0
1965,Los Angeles Dodgers,"2,560,648","32,829",97.0,65.0
1965,Minnesota Twins,"1,463,288","19,004",102.0,60.0
1965,New York Mets,"1,755,366","25,814",50.0,112.0
1965,New York Yankees,"1,304,296","18,903",77.0,85.0
1965,Philadelphia Phillies,"1,166,099","15,974",85.0,76.0
1965,Pittsburgh Pirates,"916,743","12,558",90.0,72.0
1965,San Francisco Giants,"1,546,066","20,343",95.0,67.0
1965,St. Louis Cardinals,"1,234,891","16,465",80.0,81.0
1965,California Angels,"570,253","8,265",75.0,87.0
1965,Kansas City Athletics,"523,276","7,475",59.0,103.0
1965,Washington Senators II,"562,913","8,402",,
1965,Milwaukee Braves,"555,668","7,612",86.0,76.0
1966,Baltimore Orioles,"1,203,424","17,962",97.0,63.0
1966,Atlanta Braves,"1,539,796","20,260",85.0,77.0
1966,Chicago White Sox,"973,770","14,320",83.0,79.0
1966,Cincinnati Reds,"745,156","10,799",76.0,84.0
1966,Chicago Cubs,"635,890","9,084",59.0,103.0
1966,Boston Red Sox,"815,197","11,988",72.0,90.0
1966,Minnesota Twins,"1,259,556","16,358",89.0,73.0
1966,New York Mets,"1,933,834","28,027",66.0,95.0
1966,Houston Astros,"1,878,398","23,480",72.0,90.0
1966,Los Angeles Dodgers,"2,617,056","33,552",95.0,67.0
1966,New York Yankees,"1,224,803","17,751",70.0,89.0
1966,Philadelphia Phillies,"1,108,191","14,976",87.0,75.0
1966,Detroit Tigers,"1,124,294","16,061",88.0,74.0
1966,Cleveland Indians,"920,251","12,961",81.0,81.0
1966,Washington Senators II,"589,817","8,937",,
1966,Kansas City Athletics,"773,599","11,051",74.0,86.0
1966,California Angels,"1,407,756","18,283",80.0,82.0
1966,St. Louis Cardinals,"1,712,720","22,536",83.0,79.0
1966,Pittsburgh Pirates,"1,196,618","15,955",92.0,70.0
1966,San Francisco Giants,"1,657,192","21,522",93.0,68.0
1967,Atlanta Braves,"1,379,214","17,240",77.0,85.0
1967,Baltimore Orioles,"854,902","13,358",76.0,85.0
1967,Boston Red Sox,"1,694,362","23,533",92.0,70.0
1967,Chicago Cubs,"977,226","14,163",87.0,74.0
1967,Chicago White Sox,"986,471","15,911",89.0,73.0
1967,Cincinnati Reds,"957,700","13,119",87.0,75.0
1967,Cleveland Indians,"666,463","9,256",75.0,87.0
1967,Detroit Tigers,"1,458,411","21,767",91.0,71.0
1967,Los Angeles Dodgers,"1,665,034","21,624",73.0,89.0
1967,Houston Astros,"1,348,285","16,854",69.0,93.0
1967,New York Mets,"1,565,500","23,366",61.0,101.0
1967,Minnesota Twins,"1,481,259","19,490",91.0,71.0
1967,New York Yankees,"1,142,656","16,560",72.0,90.0
1967,Philadelphia Phillies,"825,512","11,627",82.0,80.0
1967,Washington Senators II,"765,788","11,098",,
1967,Kansas City Athletics,"660,747","9,717",62.0,99.0
1967,St. Louis Cardinals,"2,089,645","27,862",101.0,60.0
1967,California Angels,"1,318,067","17,574",84.0,77.0
1967,Pittsburgh Pirates,"909,012","12,120",81.0,81.0
1967,San Francisco Giants,"1,242,500","16,791",91.0,71.0
1968,Los Angeles Dodgers,"1,581,093","20,270",76.0,86.0
1968,Houston Astros,"1,326,718","16,379",72.0,90.0
1968,Detroit Tigers,"2,032,257","27,839",103.0,59.0
1968,Cleveland Indians,"856,815","11,737",86.0,75.0
1968,Chicago Cubs,"1,043,409","14,696",84.0,78.0
1968,Boston Red Sox,"1,882,655","24,772",86.0,76.0
1968,Chicago White Sox,"801,347","11,960",67.0,95.0
1968,Cincinnati Reds,"733,354","9,778",83.0,79.0
1968,Baltimore Orioles,"876,084","12,339",91.0,71.0
1968,Atlanta Braves,"1,146,398","14,330",81.0,81.0
1968,Minnesota Twins,"1,141,103","15,015",79.0,83.0
1968,New York Mets,"1,781,657","25,821",73.0,89.0
1968,Oakland Athletics,"857,017","10,987",82.0,80.0
1968,New York Yankees,"1,124,049","17,563",83.0,79.0
1968,Philadelphia Phillies,"668,040","9,682",76.0,86.0
1968,Pittsburgh Pirates,"693,386","9,906",80.0,82.0
1968,St. Louis Cardinals,"2,011,567","26,468",97.0,65.0
1968,San Francisco Giants,"837,224","11,163",88.0,74.0
1968,Washington Senators II,"541,282","7,624",,
1968,California Angels,"1,025,956","12,824",67.0,95.0
1969,San Diego Padres,"626,847","8,358",52.0,110.0
1969,San Francisco Giants,"873,603","11,805",90.0,72.0
1969,California Angels,"758,728","9,854",71.0,91.0
1969,St. Louis Cardinals,"1,682,673","22,140",87.0,75.0
1969,Washington Senators II,"914,227","12,190",,
1969,Seattle Pilots,"668,215","9,030",64.0,98.0
1969,Boston Red Sox,"1,837,449","24,177",87.0,75.0
1969,Chicago Cubs,"1,674,953","22,039",92.0,70.0
1969,Los Angeles Dodgers,"1,794,527","23,007",85.0,77.0
1969,Minnesota Twins,"1,319,387","16,915",97.0,65.0
1969,Kansas City Royals,"902,380","12,361",69.0,93.0
1969,Houston Astros,"1,442,995","18,037",81.0,81.0
1969,Detroit Tigers,"1,584,063","20,572",90.0,72.0
1969,Cleveland Indians,"628,942","8,735",62.0,99.0
1969,Atlanta Braves,"1,501,047","20,284",93.0,69.0
1969,Baltimore Orioles,"1,012,368","13,868",109.0,53.0
1969,Montreal Expos,"1,213,277","16,851",52.0,110.0
1969,New York Mets,"2,192,091","31,316",100.0,62.0
1969,New York Yankees,"1,077,387","16,080",80.0,81.0
1969,Oakland Athletics,"778,395","10,811",88.0,74.0
1969,Philadelphia Phillies,"519,401","7,316",63.0,99.0
1969,Pittsburgh Pirates,"769,349","10,991",88.0,74.0
1969,Cincinnati Reds,"987,991","13,534",89.0,73.0
1969,Chicago White Sox,"593,076","8,473",68.0,94.0
1970,Atlanta Braves,"1,078,800","14,578",76.0,86.0
1970,Baltimore Orioles,"1,027,904","13,705",108.0,54.0
1970,California Angels,"1,098,557","13,732",86.0,76.0
1970,Washington Senators II,"824,750","10,440",,
1970,Boston Red Sox,"1,594,593","20,709",87.0,75.0
1970,Chicago Cubs,"1,642,523","22,813",84.0,78.0
1970,San Francisco Giants,"740,404","10,283",86.0,76.0
1970,St. Louis Cardinals,"1,627,777","21,704",76.0,86.0
1970,Pittsburgh Pirates,"1,342,007","17,658",89.0,73.0
1970,San Diego Padres,"633,369","8,676",63.0,99.0
1970,Philadelphia Phillies,"708,247","9,702",73.0,88.0
1970,Oakland Athletics,"778,436","10,110",89.0,73.0
1970,New York Yankees,"1,136,873","16,476",93.0,69.0
1970,New York Mets,"2,697,456","36,452",83.0,79.0
1970,Montreal Expos,"1,424,449","19,249",73.0,89.0
1970,Minnesota Twins,"1,251,138","16,462",98.0,64.0
1970,Cincinnati Reds,"1,812,230","23,535",102.0,60.0
1970,Chicago White Sox,"494,411","7,165",56.0,106.0
1970,Houston Astros,"1,247,444","15,593",79.0,83.0
1970,Kansas City Royals,"692,986","9,625",65.0,97.0
1970,Cleveland Indians,"728,209","10,114",76.0,86.0
1970,Detroit Tigers,"1,481,364","19,752",79.0,83.0
1970,Milwaukee Brewers,"935,496","12,815",65.0,97.0
1970,Los Angeles Dodgers,"1,697,141","21,758",87.0,74.0
1971,Boston Red Sox,"1,630,612","21,741",85.0,77.0
1971,Chicago Cubs,"1,653,007","21,468",83.0,79.0
1971,Kansas City Royals,"910,784","12,650",85.0,76.0
1971,Houston Astros,"1,260,897","15,961",79.0,83.0
1971,Detroit Tigers,"1,591,037","20,663",91.0,71.0
